user_id,age,annual_income,country,duolingo_platform,duolingo_subscriber,duolingo_usage,employment_status,future_contact,gender,other_resources,primary_language_commitment,primary_language_review,primary_language_motivation,primary_language_motivation_followup,primary_language_proficiency,student,survey_complete,time_spent_seconds,duolingo_start_date,highest_course_progress,took_placement_test,purchased_subscription,highest_crown_count,n_active_days,n_lessons_started,n_lessons_completed,longest_streak,n_days_on_platform
35c9fc6e72c911e99681dca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,TRUE,Male,2,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"I want to learn as many languages as I can,Other (please specify)",Advanced,Not currently a student,TRUE,193,2016-07-08T05:45:00Z,58,TRUE,FALSE,275,91,232,232,589,849
35c9fdde72c911e98630dca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,TRUE,Male,0,I'm slightly committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to be able to speak the local language where I live,"I am an immigrant,I am a refugee",Intermediate,Not currently a student,TRUE,139,2018-07-02T16:42:00Z,4,TRUE,FALSE,22,54,90,88,27,125
35c9feb072c911e9ab4cdca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Male,0,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Beginner,Not currently a student,TRUE,119,2017-07-13T15:47:00Z,11,FALSE,TRUE,17,30,49,47,30,479
35c9ff7072c911e9900ddca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"No, but I have previously paid for Duolingo Plus",Daily,Employed full-time,TRUE,Female,1,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,I have an upcoming trip",Intermediate,Not currently a student,TRUE,229,2018-07-10T23:19:00Z,11,FALSE,TRUE,55,93,1161,1028,40,117
35ca002672c911e99effdca9049399ef,35 - 54,"$76,000 - $150,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Male,0,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Intermediate,Not currently a student,TRUE,157,2013-07-02T01:02:00Z,64,FALSE,TRUE,417,85,215,252,266,1951
35ca00d772c911e992e8dca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed part-time,TRUE,Male,1,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,I want to spend less time playing games,Intermediate,Part-time student,TRUE,234,2017-11-13T17:43:00Z,10,FALSE,FALSE,19,9,20,8,2,356
35ca018c72c911e9a63cdca9049399ef,Under 18,"$0 - $10,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Unemployed,TRUE,Female,1,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to challenge myself,,Beginner,Full-time student,TRUE,365,2018-10-05T19:09:00Z,4,FALSE,FALSE,19,27,137,131,26,30
35ca023572c911e99fa5dca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Female,1,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,TRUE,182,2018-10-16T22:05:00Z,7,FALSE,TRUE,28,20,181,179,20,19
35ca02de72c911e9a3bfdca9049399ef,18-34,"$76,000 - $150,000",JP,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,FALSE,Male,0,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"It's been a lifelong goal to learn this language,I want to learn as many languages as I can,Language learning is a hobby,Other (please specify)",Advanced,Not currently a student,TRUE,197,2016-09-23T22:00:00Z,64,TRUE,TRUE,454,93,262,246,697,772
35ca038a72c911e9bc47dca9049399ef,35 - 54,No Response,JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Monthly,Employed full-time,FALSE,Female,2,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Intermediate,Not currently a student,TRUE,173,2016-03-12T23:28:00Z,57,FALSE,FALSE,210,35,77,69,14,967
35ca043572c911e9bd63dca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Female,2,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time playing games",Intermediate,Not currently a student,TRUE,265,2013-08-06T21:15:00Z,58,TRUE,TRUE,263,76,228,222,611,1916
35ca04de72c911e9b525dca9049399ef,55 - 74,No Response,JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Male,2,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,I want to better communicate with my significant other or their family,Beginner,Not currently a student,TRUE,221,2016-09-10T18:57:00Z,58,FALSE,TRUE,310,95,375,323,273,785
35ca058772c911e991cddca9049399ef,35 - 54,"$76,000 - $150,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,TRUE,Male,3,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time watching or reading the news",Intermediate,Not currently a student,TRUE,276,2014-01-27T05:19:00Z,51,FALSE,FALSE,116,15,50,45,2,1742
35ca063d72c911e9920fdca9049399ef,75 or older,"$26,000 - $75,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Retired,TRUE,Female,0,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,Language learning is a hobby,Intermediate,Not currently a student,TRUE,253,2014-07-06T21:15:00Z,64,TRUE,TRUE,224,92,323,293,348,1582
35ca06dc72c911e98558dca9049399ef,55 - 74,"$151,000 or more",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,TRUE,Female,1,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,TRUE,292,2013-08-24T01:32:00Z,21,FALSE,FALSE,94,33,123,88,3,1898
35ca078f72c911e98ee8dca9049399ef,35 - 54,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Unemployed,TRUE,Male,1,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,TRUE,361,2013-04-01T14:54:00Z,50,FALSE,TRUE,105,81,152,136,223,2043
35ca083a72c911e985d1dca9049399ef,35 - 54,"$151,000 or more",JP,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,TRUE,Male,3,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,I have an upcoming trip,Someday I would like to travel to a country that uses this language,I am planning to move to a different country",Beginner,Not currently a student,TRUE,401,2018-04-14T20:42:00Z,51,FALSE,TRUE,482,95,1094,628,205,204
35ca090c72c911e98f0bdca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Male,0,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am interested in a culture that speaks this language,"To better understand the ""pop culture"" in this language",Beginner,Not currently a student,TRUE,172,2013-07-04T14:23:00Z,10,FALSE,TRUE,31,29,212,201,28,1949
35ca09b572c911e993b6dca9049399ef,55 - 74,No Response,JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Retired,FALSE,Male,0,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,"I want to better communicate with my grandparents, grandchildren, or other relatives,I want to learn this language together with my family",Beginner,Not currently a student,TRUE,218,2018-08-03T16:20:00Z,5,FALSE,TRUE,28,91,331,254,93,93
35ca0a6b72c911e9bf3edca9049399ef,55 - 74,"$26,000 - $75,000",JP,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Retired,TRUE,Female,4,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to advance professionally or economically,Learning this language will be useful in my current job,Intermediate,Not currently a student,TRUE,425,2018-01-06T01:30:00Z,47,TRUE,TRUE,387,95,1189,1072,137,302
35ca0b1472c911e9b74bdca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Weekly,Employed full-time,TRUE,Female,0,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an immigrant,I am studying abroad",Beginner,Not currently a student,TRUE,132,2017-01-10T04:38:00Z,5,FALSE,TRUE,30,12,394,369,3,663
35ca0bbd72c911e9a0b0dca9049399ef,55 - 74,"$26,000 - $75,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,TRUE,Female,0,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I like to learn new languages,"I want to learn as many languages as I can,Language learning is a hobby",Beginner,Not currently a student,TRUE,533,2018-02-20T14:40:00Z,14,TRUE,FALSE,96,91,243,224,105,257
35ca0c6872c911e9906adca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Less than once a month,Employed full-time,TRUE,Male,0,I'm not at all committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,TRUE,196,2017-01-10T18:28:00Z,2,FALSE,FALSE,1,1,2,0,0,663
35ca0d1172c911e9a98adca9049399ef,18-34,"$0 - $10,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,TRUE,Female,0,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to learn this language for school,,Intermediate,Full-time student,TRUE,144,2016-02-20T23:40:00Z,35,TRUE,FALSE,248,92,191,232,129,988
35ca0dba72c911e9810adca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Unemployed,TRUE,Female,0,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,I want to learn this language together with my family,Intermediate,Part-time student,TRUE,273,2018-06-05T02:23:00Z,75,TRUE,FALSE,170,91,901,755,132,152
35ca0e6372c911e997f1dca9049399ef,35 - 54,"$26,000 - $75,000",JP,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,No Response,FALSE,Female,3,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time watching or reading the news,Other (please specify)",Intermediate,Not currently a student,TRUE,995,2015-08-03T05:07:00Z,64,TRUE,TRUE,220,86,219,194,692,1189
35ca0f0f72c911e9a33fdca9049399ef,35 - 54,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Female,4,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Intermediate,Not currently a student,TRUE,146,2016-07-22T22:05:00Z,38,FALSE,TRUE,213,77,287,283,709,835
35ca0fba72c911e9a440dca9049399ef,35 - 54,"$76,000 - $150,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,TRUE,Male,2,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,I want to show respect by speaking the local language,Intermediate,Not currently a student,TRUE,282,2013-11-04T15:25:00Z,64,FALSE,FALSE,282,37,228,203,3,1826
35ca106372c911e9ac6adca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,FALSE,Female,0,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,TRUE,135,2018-09-15T17:48:00Z,4,FALSE,FALSE,6,11,28,27,2,50
35ca110f72c911e9bc00dca9049399ef,35 - 54,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Male,2,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,TRUE,248,2014-04-15T18:55:00Z,43,FALSE,TRUE,61,23,280,273,16,1664
35ca126172c911e9bd9adca9049399ef,55 - 74,No Response,JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Male,0,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,TRUE,576,2016-09-18T21:41:00Z,64,TRUE,TRUE,145,81,248,236,422,777
35ca130c72c911e98632dca9049399ef,18-34,"$76,000 - $150,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,TRUE,Male,1,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I don't want to forget what I've previously learned,,Beginner,Not currently a student,TRUE,288,2018-06-29T04:00:00Z,17,FALSE,FALSE,54,82,252,244,107,128
35ca13d172c911e9b2a9dca9049399ef,18-34,No Response,JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,TRUE,Male,0,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Beginner,Not currently a student,TRUE,1382,2016-06-23T21:13:00Z,54,TRUE,FALSE,55,95,100,95,837,864
35ca147d72c911e9a577dca9049399ef,35 - 54,"$151,000 or more",JP,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Male,4,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,Other (please specify)",Intermediate,Not currently a student,TRUE,1051,2018-04-01T20:58:00Z,57,FALSE,TRUE,407,90,574,514,216,217
35ca15dc72c911e9ac5fdca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed part-time,TRUE,Male,3,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,Other (please specify),Other (please specify)",Beginner,Not currently a student,TRUE,173,2016-02-08T18:53:00Z,27,FALSE,FALSE,74,71,226,205,18,1000
35ca168572c911e9ba92dca9049399ef,35 - 54,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,TRUE,Male,1,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,I have an upcoming trip,Beginner,Not currently a student,TRUE,219,2018-08-20T18:33:00Z,13,FALSE,FALSE,47,76,371,296,62,76
35ca173872c911e99c50dca9049399ef,35 - 54,"$0 - $10,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,TRUE,Female,1,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time watching or reading the news",Intermediate,Not currently a student,TRUE,566,2012-12-05T20:12:00Z,58,FALSE,TRUE,126,91,121,113,1158,2160
35ca17e372c911e98953dca9049399ef,55 - 74,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Weekly,Employed full-time,TRUE,Male,3,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want my family to learn a language together,,Beginner,Not currently a student,TRUE,267,2017-12-18T15:28:00Z,41,FALSE,TRUE,139,39,171,162,8,321
35ca188572c911e98635dca9049399ef,55 - 74,"$26,000 - $75,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Retired,TRUE,Female,3,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,,Intermediate,Not currently a student,TRUE,396,2015-10-31T04:24:00Z,44,TRUE,TRUE,101,85,110,106,1066,1100
35ca192e72c911e996cddca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,TRUE,Female,0,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to learn some basics in the local language,I want to communicate with locals in a meaningful way,I want to show respect by speaking the local language,Other (please specify),I have an upcoming trip,Someday I would like to travel to a country that uses this language",Beginner,Not currently a student,TRUE,489,2014-01-24T18:43:00Z,42,FALSE,FALSE,55,64,172,154,44,1745
35ca19d772c911e9b32ddca9049399ef,18-34,"$0 - $10,000",JP,iPhone or iPad,"No, but I have previously paid for Duolingo Plus",Daily,Employed part-time,TRUE,Female,0,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,I am an expat,Beginner,Not currently a student,TRUE,280,2016-01-23T17:28:00Z,64,FALSE,TRUE,177,92,770,706,138,1016
35ca1a8272c911e9be34dca9049399ef,55 - 74,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Female,2,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,TRUE,465,2018-08-21T22:50:00Z,20,TRUE,TRUE,143,68,588,514,28,75
35ca1b2b72c911e9920adca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Female,1,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,I am studying abroad,Beginner,Not currently a student,TRUE,129,2018-04-10T22:10:00Z,60,FALSE,TRUE,318,88,644,575,201,208
35ca1bd472c911e99164dca9049399ef,35 - 54,"$151,000 or more",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,TRUE,Male,0,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to use my time more productively,I want to spend less time playing games,Beginner,Not currently a student,TRUE,207,2016-08-08T20:44:00Z,41,FALSE,FALSE,221,86,351,333,21,818
35ca1c8a72c911e9ac15dca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,FALSE,Male,1,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Beginner,Not currently a student,TRUE,200,2015-06-21T20:00:00Z,39,TRUE,TRUE,157,88,307,299,59,1232
35ca1d3372c911e99333dca9049399ef,75 or older,"$26,000 - $75,000",JP,Web browser,"Yes, I currently pay for Duolingo Plus",Daily,Retired,TRUE,Female,1,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Intermediate,Not currently a student,TRUE,318,2017-12-05T19:27:00Z,24,TRUE,TRUE,176,91,391,337,272,334
35ca1de872c911e9bcc7dca9049399ef,18-34,"$26,000 - $75,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Female,1,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I need to be able to speak the local language where I live,"I am an immigrant,I am an expat",Beginner,Not currently a student,TRUE,488,2018-10-09T22:17:00Z,21,FALSE,TRUE,35,23,154,146,13,26
35ca1e9172c911e98435dca9049399ef,55 - 74,"$76,000 - $150,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Retired,FALSE,Male,1,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Intermediate,Not currently a student,TRUE,198,2014-01-08T23:58:00Z,64,FALSE,FALSE,188,94,195,194,141,1761
35ca1f5972c911e99597dca9049399ef,35 - 54,"$76,000 - $150,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,TRUE,Male,0,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to show respect by speaking the local language,Other (please specify),I have an upcoming trip,Other (please specify)",Beginner,Not currently a student,TRUE,311,2013-12-25T22:22:00Z,36,FALSE,FALSE,27,66,149,144,14,1775
35ca200c72c911e9b582dca9049399ef,55 - 74,"$26,000 - $75,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,TRUE,Female,4,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I am preparing for a trip,"I want to show respect by speaking the local language,Other (please specify)",Advanced,Not currently a student,TRUE,277,2014-10-02T19:33:00Z,41,FALSE,FALSE,143,90,393,385,260,1494
35ca20c272c911e999c4dca9049399ef,55 - 74,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Retired,TRUE,Female,2,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want my family to learn a language together,,Intermediate,Not currently a student,TRUE,332,2017-02-03T20:46:00Z,41,FALSE,TRUE,178,95,209,207,602,639
35ca216b72c911e9a667dca9049399ef,18-34,No Response,JP,Android phone or tablet,"No, but I have previously paid for Duolingo Plus",I don't use Duolingo,Employed full-time,TRUE,Male,1,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to learn this language for school,"Duolingo is an optional supplement to a class,I am required to use Duolingo in a class I am enrolled in,Other (please specify)",Beginner,Part-time student,TRUE,218,2017-11-19T03:17:00Z,28,FALSE,TRUE,82,25,204,198,23,350
35ca221472c911e99738dca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,TRUE,Female,0,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to keep my brain healthy,,Beginner,Not currently a student,TRUE,244,2014-12-27T17:14:00Z,44,TRUE,FALSE,20,6,24,18,4,1408
35ca22ca72c911e987a2dca9049399ef,35 - 54,"$76,000 - $150,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Employed full-time,TRUE,Female,1,I'm very committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to connect with my heritage or identity,,Beginner,Not currently a student,TRUE,327,2016-03-17T21:07:00Z,6,FALSE,FALSE,45,83,213,212,22,962
35ca237372c911e9bde7dca9049399ef,18-34,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Female,1,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to learn this language for school,"Duolingo is an optional supplement to a class,I want to prepare for a placement test",Beginner,Not currently a student,TRUE,196,2018-08-06T19:30:00Z,8,TRUE,TRUE,39,59,309,293,17,90
35ca241c72c911e9b4d6dca9049399ef,18-34,"$0 - $10,000",JP,iPhone or iPad,"No, but I have previously paid for Duolingo Plus",Daily,Employed part-time,TRUE,Female,3,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to connect with my heritage or identity,,Intermediate,Full-time student,TRUE,173,2017-08-18T05:28:00Z,64,TRUE,TRUE,253,88,777,611,104,443
35ca24c772c911e99fdcdca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Female,2,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time watching or reading the news",Intermediate,Not currently a student,TRUE,1220,2018-08-15T19:13:00Z,6,FALSE,TRUE,37,72,349,323,74,81
35ca257a72c911e9a054dca9049399ef,35 - 54,"$151,000 or more",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Female,2,I'm extremely committed to learning this language.,I am using Duolingo to learn this language for the first time.,I am preparing for a trip,"I want to show respect by speaking the local language,I have an upcoming trip,Someday I would like to travel to a country that uses this language",Advanced,Not currently a student,TRUE,187,2013-09-30T11:46:00Z,38,FALSE,TRUE,244,92,347,316,776,1861
35ca262672c911e99629dca9049399ef,35 - 54,"$0 - $10,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed part-time,TRUE,Female,1,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I need to learn this language for school,I want to prepare for a placement test,Intermediate,Not currently a student,TRUE,416,2018-10-10T02:03:00Z,7,TRUE,TRUE,36,23,235,221,8,25
35ca26cf72c911e9be94dca9049399ef,18-34,"$0 - $10,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Unemployed,FALSE,Female,1,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to advance professionally or economically,Other (please specify),Beginner,Not currently a student,TRUE,363,2018-07-28T01:13:00Z,19,TRUE,FALSE,77,57,434,440,41,99
35ca277872c911e98956dca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Female,1,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to improve relationships with some of the people in my life,"I want to better communicate with my significant other or their family,I want to learn this language together with my family",Intermediate,Not currently a student,TRUE,145,2017-03-31T14:23:00Z,64,FALSE,TRUE,176,75,193,192,565,583
35ca298272c911e986a7dca9049399ef,35 - 54,"$11,000 - $25,000",JP,Android phone or tablet,"Yes, I currently pay for Duolingo Plus",Weekly,Employed part-time,FALSE,Female,0,I'm moderately committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want my family to learn a language together,,Beginner,Not currently a student,TRUE,406,2015-03-31T12:36:00Z,41,FALSE,TRUE,25,21,58,54,13,1314
35ca2a2e72c911e9b06ddca9049399ef,35 - 54,"$76,000 - $150,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Female,1,I'm extremely committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to keep my brain healthy,,Beginner,Not currently a student,TRUE,189,2018-08-29T19:24:00Z,11,FALSE,TRUE,50,61,441,405,38,67
35ca2af372c911e9b86bdca9049399ef,18-34,"$26,000 - $75,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Weekly,Employed full-time,TRUE,Female,2,I'm slightly committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to advance professionally or economically,"Learning this language will be useful in my current job,Learning this language will help me get a better job in the country where I live,Learning this language will help me find a job in a different country",Beginner,Not currently a student,TRUE,232,2016-02-24T22:06:00Z,50,FALSE,FALSE,86,29,171,185,7,984
35ca2ba872c911e9a68bdca9049399ef,35 - 54,"$26,000 - $75,000",JP,iPhone or iPad,"Yes, I currently pay for Duolingo Plus",Daily,Employed full-time,TRUE,Female,2,I'm very committed to learning this language.,I am using Duolingo to review a language I've studied before.,I want to use my time more productively,"I want to spend less time on social media,I want to spend less time watching or reading the news",Beginner,Not currently a student,TRUE,432,2018-06-04T07:58:00Z,72,FALSE,TRUE,123,85,475,469,88,153
35ca2c5172c911e9a2c5dca9049399ef,75 or older,"$11,000 - $25,000",JP,Android phone or tablet,"No, I have never paid for Duolingo Plus",Daily,Retired,TRUE,Female,1,I'm moderately committed to learning this language.,I am using Duolingo to learn this language for the first time.,I want to improve relationships with some of the people in my life,"I want to better communicate with my grandparents, grandchildren, or other relatives,I want to better communicate with people in my community (neighbors, coworkers, etc.)",Beginner,Not currently a student,TRUE,442,2017-12-31T17:39:00Z,8,FALSE,FALSE,59,75,126,116,39,308
